coaster_name,Location,Status,Manufacturer,year_introduced,Type_Main,latitude,longitude,speed_mph,height_ft,Inversions_clean,Gforce_clean
Coaster_680,Six Flags Over Texas,Operating,Rocky Mountain Construction,1981,Steel,32.7655,-97.052,42.5,88.3,1,5.3
Coaster_681,Six Flags Magic Mountain,Operating,Rocky Mountain Construction,1978,Wood,34.4397,-118.5834,31.0,83.9,0,3.8
Coaster_682,Kings Island,Operating,Intamin,1982,Wood,39.3601,-84.2535,28.7,43.4,0,2.8
Coaster_683,Kennywood,Operating,Arrow Dynamics,1991,Steel,40.4059,-79.8553,59.2,77.9,5,2.2
Coaster_684,Six Flags Magic Mountain,Operating,Premier Rides,1989,Steel,34.4249,-118.6169,47.5,86.4,1,5.4
Coaster_685,Kennywood,Operating,Great Coasters International,1981,Steel,40.4045,-79.8852,46.0,87.2,1,4.9
Coaster_686,Six Flags Over Texas,Operating,Intamin,1981,Steel,32.7895,-97.0868,49.8,75.1,2,3.3
Coaster_687,Six Flags Great Adventure,Operating,Mack Rides,1984,Steel,40.1083,-74.4331,48.0,113.8,1,2.5
Coaster_688,Six Flags Over Texas,Operating,S&S - Sansei Technologies,1983,Steel,32.7603,-97.0615,40.7,84.9,1,2.8
Coaster_689,Kennywood,Operating,Philadelphia Toboggan Coasters,1981,Steel,40.3701,-79.915,40.1,101.0,2,4.2
Coaster_690,Carowinds,Operating,Philadelphia Toboggan Coasters,1984,Steel,35.0978,-80.9293,51.0,84.5,3,5.1
Coaster_691,Carowinds,Operating,Bolliger & Mabillard,2004,Steel,35.091,-80.918,63.9,98.3,2,3.9
Coaster_692,Kennywood,Operating,Vekoma,2015,Steel,40.4331,-79.8358,63.9,113.9,0,4.2
Coaster_693,Silver Dollar City,Operating,Rocky Mountain Construction,1995,Steel,36.6821,-93.3122,53.2,114.9,2,3.3
Coaster_694,Dollywood,Operating,Mack Rides,1989,Wood,35.7503,-83.5221,40.1,81.6,0,4.5
Coaster_695,Six Flags Magic Mountain,Removed,Philadelphia Toboggan Coasters,1975,Wood,34.4059,-118.5756,27.0,66.0,0,4.1
Coaster_696,Carowinds,Closed,Philadelphia Toboggan Coasters,1996,Wood,35.1253,-80.9425,54.3,78.5,0,4.5
Coaster_697,Kings Island,Operating,Premier Rides,1975,Steel,39.3411,-84.2927,35.2,48.2,1,2.7
Coaster_698,Six Flags Magic Mountain,Closed,Premier Rides,1993,Steel,34.3962,-118.5986,48.3,114.5,3,3.0
Coaster_699,Silver Dollar City,Closed,S&S - Sansei Technologies,1983,Steel,36.6899,-93.3271,46.3,90.0,2,3.3
Coaster_700,Six Flags Magic Mountain,Operating,Arrow Dynamics,1991,Wood,34.4305,-118.6105,42.9,80.3,0,4.1
