InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
544415,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-07-30 09:30:00,8.12,15022.0,Germany
544416,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2011-12-01 09:29:00,4.47,15730.0,EIRE
544417,20725,LUNCH BAG RED RETROSPOT,2,2011-10-20 11:56:00,1.69,15081.0,United Kingdom
544418,85099B,JUMBO BAG RED RETROSPOT,6,2011-11-12 17:30:00,1.77,15381.0,Germany
544419,85099B,JUMBO BAG RED RETROSPOT,2,2011-06-02 17:38:00,1.84,15311.0,United Kingdom
544420,POST,POSTAGE,2,2010-12-19 11:16:00,18.19,15066.0,United Kingdom
544421,20725,LUNCH BAG RED RETROSPOT,4,2011-02-04 11:38:00,1.51,15261.0,United Kingdom
544422,POST,POSTAGE,1,2011-10-17 16:38:00,18.7,15687.0,United Kingdom
544423,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-04-02 09:55:00,0.54,15427.0,United Kingdom
544424,71053,WHITE METAL LANTERN,24,2011-10-10 14:25:00,3.49,15358.0,United Kingdom
544425,47566,PARTY BUNTING,1,2011-08-01 11:09:00,4.7,15440.0,Spain
544426,23203,JUMBO BAG DOILY PATTERNS,4,2011-03-15 10:07:00,1.89,15025.0,United Kingdom
544427,20725,LUNCH BAG RED RETROSPOT,10,2011-11-14 16:00:00,1.51,15495.0,EIRE
544428,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-11 17:01:00,13.63,15269.0,United Kingdom
544429,POST,POSTAGE,4,2011-04-05 10:58:00,16.38,15102.0,United Kingdom
544430,21212,PACK OF 72 RETRO SPOT CAKE CASES,12,2011-01-18 10:04:00,0.58,15105.0,Netherlands
544431,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-05 12:09:00,11.57,15548.0,United Kingdom
544432,21754,HOME BUILDING BLOCK WORD,3,2011-11-27 13:39:00,5.68,15135.0,United Kingdom
544433,47566,PARTY BUNTING,1,2011-12-06 16:27:00,4.75,15512.0,United Kingdom
544434,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-09-26 17:09:00,7.67,15574.0,United Kingdom
544435,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-04-22 15:53:00,4.29,15557.0,Belgium
544436,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-18 10:28:00,2.31,15310.0,United Kingdom
544437,22423,REGENCY CAKESTAND 3 TIER,-2,2011-03-21 10:47:00,13.77,15564.0,United Kingdom
544438,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-09-24 11:52:00,7.91,15084.0,United Kingdom
544439,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-11-23 16:36:00,0.58,15335.0,United Kingdom
544440,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-04-12 16:23:00,2.8,15179.0,United Kingdom
544441,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-11-14 10:54:00,8.13,15144.0,United Kingdom
544442,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-07-31 12:04:00,8.25,15622.0,United Kingdom
544443,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-10-19 11:43:00,4.67,15781.0,United Kingdom
544444,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-05-14 08:31:00,0.5,15772.0,United Kingdom
544445,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-20 12:57:00,2.4,15563.0,France
544446,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-10-31 17:37:00,5.22,15127.0,France
544447,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-21 16:14:00,1.78,15532.0,United Kingdom
544448,85099B,JUMBO BAG RED RETROSPOT,2,2011-07-27 11:21:00,1.84,15428.0,United Kingdom
544449,71053,WHITE METAL LANTERN,6,2011-03-05 16:33:00,3.16,15202.0,France
544450,71053,WHITE METAL LANTERN,1,2011-11-22 11:22:00,3.71,15731.0,United Kingdom
544451,71053,WHITE METAL LANTERN,3,2011-04-28 11:00:00,3.6,15569.0,United Kingdom
544452,21212,PACK OF 72 RETRO SPOT CAKE CASES,12,2011-09-23 11:01:00,0.54,15025.0,United Kingdom
544453,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-12-05 11:56:00,7.2,15684.0,United Kingdom
544454,47566,PARTY BUNTING,1,2010-12-25 15:34:00,4.58,15506.0,United Kingdom
544455,22629,SPACEBOY LUNCH BOX,6,2011-03-19 15:16:00,2.05,15683.0,United Kingdom
544456,23203,JUMBO BAG DOILY PATTERNS,2,2011-07-19 12:28:00,2.13,15132.0,United Kingdom
544457,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-13 17:02:00,2.36,15614.0,United Kingdom
544458,85099B,JUMBO BAG RED RETROSPOT,1,2011-05-28 08:11:00,2.11,15733.0,United Kingdom
544459,47566,PARTY BUNTING,12,2011-05-04 13:10:00,4.71,15586.0,United Kingdom
544460,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-05-14 11:41:00,8.21,15133.0,United Kingdom
544461,POST,POSTAGE,2,2011-06-04 08:07:00,16.54,15352.0,United Kingdom
544462,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-05-06 12:39:00,5.09,15167.0,United Kingdom
544463,22629,SPACEBOY LUNCH BOX,2,2011-09-21 16:29:00,1.85,15105.0,United Kingdom
544464,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-10-20 16:54:00,0.56,15372.0,United Kingdom
544465,20725,LUNCH BAG RED RETROSPOT,2,2011-11-21 17:45:00,1.57,15116.0,United Kingdom
544466,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-01 08:49:00,1.86,15514.0,United Kingdom
544467,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-06-12 15:43:00,2.79,15742.0,United Kingdom
544468,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-05-05 12:51:00,0.5,15355.0,United Kingdom
544469,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-07-21 11:38:00,3.0,15096.0,United Kingdom
544470,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-03-10 12:32:00,2.87,15680.0,United Kingdom
544471,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-02-08 15:04:00,7.74,15148.0,United Kingdom
544472,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-11-19 10:15:00,4.39,15011.0,Spain
544473,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-01 12:15:00,5.2,15753.0,France
544474,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-07-01 09:55:00,4.39,15015.0,United Kingdom
544475,85099B,JUMBO BAG RED RETROSPOT,24,2011-06-29 12:06:00,1.92,15006.0,United Kingdom
544476,47566,PARTY BUNTING,3,2011-08-13 17:23:00,4.69,15642.0,United Kingdom
544477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-11-14 16:14:00,2.37,15429.0,United Kingdom
544478,21212,PACK OF 72 RETRO SPOT CAKE CASES,10,2011-09-30 17:13:00,0.57,15167.0,United Kingdom
544479,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-06-15 15:19:00,2.52,15307.0,United Kingdom
544480,85099B,JUMBO BAG RED RETROSPOT,12,2011-11-22 16:04:00,1.96,15053.0,United Kingdom
544481,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-05-01 11:22:00,4.81,15683.0,United Kingdom
544482,22629,SPACEBOY LUNCH BOX,3,2011-12-01 09:31:00,2.01,15001.0,United Kingdom
544483,20725,LUNCH BAG RED RETROSPOT,1,2011-11-20 13:00:00,1.57,,United Kingdom
544484,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-05-15 11:07:00,2.91,15110.0,France
544485,21212,PACK OF 72 RETRO SPOT CAKE CASES,6,2011-11-15 14:12:00,0.51,,United Kingdom
544486,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-06-07 11:45:00,8.36,15555.0,United Kingdom
544487,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-18 16:07:00,13.44,15474.0,United Kingdom
544488,71053,WHITE METAL LANTERN,1,2011-10-01 11:04:00,3.29,15144.0,Germany
544489,20725,LUNCH BAG RED RETROSPOT,4,2011-11-23 08:40:00,1.79,,United Kingdom
544490,21754,HOME BUILDING BLOCK WORD,6,2011-10-28 12:29:00,6.14,15337.0,United Kingdom
544491,71053,WHITE METAL LANTERN,1,2010-12-20 09:03:00,3.28,15041.0,EIRE
544492,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2011-11-16 13:34:00,4.99,15382.0,United Kingdom
544493,85099B,JUMBO BAG RED RETROSPOT,1,2011-12-03 08:00:00,1.84,15211.0,United Kingdom
544494,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-12-05 10:55:00,4.64,15505.0,United Kingdom
544495,22629,SPACEBOY LUNCH BOX,12,2011-10-30 16:27:00,1.95,15108.0,United Kingdom
544496,POST,POSTAGE,1,2011-05-22 17:16:00,17.63,15429.0,France
544497,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-09-22 16:32:00,8.2,15177.0,United Kingdom
544498,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-04-13 10:41:00,2.68,15499.0,United Kingdom
544499,23203,JUMBO BAG DOILY PATTERNS,1,2011-07-06 09:45:00,1.99,15572.0,Netherlands
544500,POST,POSTAGE,3,2011-11-14 15:20:00,18.7,15044.0,United Kingdom
544501,22423,REGENCY CAKESTAND 3 TIER,4,2011-11-11 08:08:00,11.57,15184.0,United Kingdom
544502,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-11 11:28:00,1.77,15077.0,United Kingdom
544503,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-11-01 14:44:00,2.78,15732.0,United Kingdom
544504,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-03 10:53:00,7.36,15789.0,United Kingdom
544505,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-11-24 17:15:00,2.95,15142.0,United Kingdom
544506,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-19 13:33:00,4.72,15277.0,United Kingdom
544507,20725,LUNCH BAG RED RETROSPOT,6,2011-08-18 15:04:00,1.53,15277.0,United Kingdom
544508,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-15 10:17:00,2.59,15368.0,United Kingdom
544509,POST,POSTAGE,-4,2010-12-12 11:37:00,19.1,15145.0,United Kingdom
544510,POST,POSTAGE,3,2011-11-28 16:12:00,19.76,15408.0,Germany
544511,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-06-26 11:27:00,4.05,,United Kingdom
544512,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-07-21 15:19:00,4.67,15408.0,United Kingdom
544513,21754,HOME BUILDING BLOCK WORD,12,2011-03-30 16:39:00,5.81,15287.0,United Kingdom
544514,23203,JUMBO BAG DOILY PATTERNS,3,2011-10-27 08:19:00,2.15,15705.0,United Kingdom
544515,23203,JUMBO BAG DOILY PATTERNS,2,2011-02-15 16:17:00,1.96,15556.0,United Kingdom
544516,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-07-03 11:11:00,2.55,15086.0,United Kingdom
544517,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-11-11 12:46:00,2.69,,United Kingdom
544518,71053,WHITE METAL LANTERN,6,2011-12-01 08:00:00,3.2,15723.0,United Kingdom
544519,85099B,JUMBO BAG RED RETROSPOT,12,2011-11-14 10:21:00,2.13,15367.0,United Kingdom
544520,47566,PARTY BUNTING,2,2011-07-27 17:05:00,4.94,15439.0,United Kingdom
544521,22629,SPACEBOY LUNCH BOX,10,2011-08-14 15:24:00,1.88,15205.0,United Kingdom
544522,22752,,10,2011-11-11 17:55:00,7.82,15119.0,Spain
544523,85099B,JUMBO BAG RED RETROSPOT,4,2010-12-19 10:39:00,2.04,15587.0,United Kingdom
544524,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-14 16:36:00,1.92,15106.0,Germany
544525,22629,SPACEBOY LUNCH BOX,24,2011-09-09 15:58:00,2.08,15520.0,United Kingdom
544526,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-15 14:07:00,13.77,15477.0,United Kingdom
544527,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-11-29 17:53:00,0.6,,United Kingdom
544528,21754,HOME BUILDING BLOCK WORD,2,2011-08-23 17:18:00,6.03,15623.0,United Kingdom
544529,POST,POSTAGE,10,2011-11-17 08:32:00,17.36,15459.0,United Kingdom
544530,22720,SET OF 3 CAKE TINS PANTRY DESIGN,24,2011-06-05 11:39:00,4.88,15287.0,United Kingdom
544531,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-02-10 13:39:00,2.64,15506.0,United Kingdom
544532,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-11-18 17:10:00,4.16,15117.0,United Kingdom
544533,20725,LUNCH BAG RED RETROSPOT,6,2011-11-04 17:18:00,1.49,,United Kingdom
544534,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-02 12:40:00,2.03,15288.0,United Kingdom
544535,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-11-28 10:44:00,4.06,15451.0,United Kingdom
544536,21212,PACK OF 72 RETRO SPOT CAKE CASES,6,2011-06-28 12:50:00,0.54,15321.0,United Kingdom
544537,21754,HOME BUILDING BLOCK WORD,2,2011-07-06 10:54:00,5.43,15306.0,Germany
544538,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-10-11 10:19:00,4.65,15262.0,Spain
544539,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-07 11:36:00,13.85,15458.0,United Kingdom
544540,71053,WHITE METAL LANTERN,1,2011-03-03 14:36:00,3.45,15359.0,United Kingdom
544541,22423,REGENCY CAKESTAND 3 TIER,6,2011-12-05 13:45:00,13.36,15025.0,United Kingdom
544542,21754,HOME BUILDING BLOCK WORD,3,2011-11-18 15:43:00,6.53,15615.0,United Kingdom
544543,22629,SPACEBOY LUNCH BOX,4,2011-01-20 09:03:00,2.07,15196.0,United Kingdom
544544,20725,LUNCH BAG RED RETROSPOT,2,2010-12-13 15:05:00,1.49,15450.0,Germany
544545,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-29 08:44:00,2.36,15384.0,Netherlands
544546,22752,,4,2011-03-16 15:30:00,7.55,15686.0,United Kingdom
544547,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-11 09:47:00,8.03,15148.0,United Kingdom
544548,POST,POSTAGE,6,2011-07-27 14:56:00,16.41,15728.0,United Kingdom
544549,71053,WHITE METAL LANTERN,2,2011-09-21 13:40:00,3.31,15429.0,United Kingdom
544550,POST,POSTAGE,6,2010-12-14 15:18:00,19.54,15079.0,United Kingdom
544551,21212,,3,2011-03-07 16:45:00,0.53,15007.0,Germany
544552,21754,HOME BUILDING BLOCK WORD,24,2011-10-06 16:56:00,6.41,15565.0,United Kingdom
544553,23203,JUMBO BAG DOILY PATTERNS,-3,2011-10-31 16:50:00,2.28,15249.0,United Kingdom
544554,22629,SPACEBOY LUNCH BOX,12,2010-12-25 15:58:00,2.01,15172.0,United Kingdom
544555,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-11-06 13:03:00,5.29,15638.0,United Kingdom
544556,47566,PARTY BUNTING,1,2011-11-26 09:07:00,4.45,15132.0,United Kingdom
544557,POST,POSTAGE,4,2011-11-16 17:06:00,18.21,15502.0,United Kingdom
544558,71053,WHITE METAL LANTERN,1,2011-10-19 10:32:00,3.67,15182.0,United Kingdom
544559,20725,LUNCH BAG RED RETROSPOT,2,2011-05-07 14:26:00,1.73,15632.0,United Kingdom
544560,47566,PARTY BUNTING,4,2011-11-11 17:05:00,4.59,15191.0,EIRE
544561,71053,WHITE METAL LANTERN,2,2011-10-22 09:28:00,3.18,15338.0,United Kingdom
544562,71053,WHITE METAL LANTERN,2,2011-09-29 16:44:00,3.22,15714.0,Germany
544563,22423,REGENCY CAKESTAND 3 TIER,3,2011-09-18 15:34:00,13.92,15406.0,United Kingdom
544564,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-13 09:13:00,12.23,15416.0,United Kingdom
544565,71053,WHITE METAL LANTERN,1,2011-10-30 11:56:00,3.15,15407.0,United Kingdom
544566,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-30 12:05:00,2.47,15460.0,United Kingdom
544567,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-10-01 10:30:00,2.7,15320.0,United Kingdom
544568,POST,POSTAGE,1,2011-02-11 08:39:00,17.71,15553.0,United Kingdom
544569,21212,PACK OF 72 RETRO SPOT CAKE CASES,-1,2011-10-25 12:24:00,0.55,15212.0,United Kingdom
544570,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-09 13:50:00,1.77,15657.0,United Kingdom
544571,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-11-23 10:38:00,4.63,15416.0,United Kingdom
544572,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-06-07 12:52:00,2.66,15206.0,EIRE
544573,22629,SPACEBOY LUNCH BOX,3,2011-01-15 16:12:00,2.07,15195.0,United Kingdom
544574,22423,,4,2011-05-26 17:09:00,12.65,15694.0,France
544575,22629,SPACEBOY LUNCH BOX,2,2011-12-04 12:35:00,2.14,15031.0,United Kingdom
544576,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-23 11:35:00,5.22,15520.0,United Kingdom
544577,71053,WHITE METAL LANTERN,10,2010-12-18 14:14:00,3.4,15551.0,United Kingdom
544578,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-10-26 11:16:00,4.53,15475.0,United Kingdom
544579,22629,SPACEBOY LUNCH BOX,3,2011-12-04 11:58:00,1.94,15167.0,United Kingdom
544580,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-10-20 17:49:00,4.5,15067.0,United Kingdom
544581,22629,SPACEBOY LUNCH BOX,4,2011-06-29 17:39:00,2.12,,United Kingdom
544582,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-28 08:44:00,11.99,15767.0,France
544583,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-10-20 15:25:00,2.59,15152.0,United Kingdom
544584,23203,JUMBO BAG DOILY PATTERNS,12,2011-04-11 08:44:00,1.98,15632.0,United Kingdom
544585,85099B,JUMBO BAG RED RETROSPOT,1,2011-10-22 13:32:00,1.77,15402.0,United Kingdom
544586,20725,LUNCH BAG RED RETROSPOT,2,2011-09-10 15:05:00,1.73,15168.0,United Kingdom
544587,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-10-07 10:03:00,2.32,15023.0,United Kingdom
544588,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-11-21 09:39:00,4.79,15707.0,United Kingdom
544589,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-11-11 09:42:00,3.0,15405.0,United Kingdom
544590,22629,SPACEBOY LUNCH BOX,1,2011-03-02 17:38:00,2.08,15715.0,United Kingdom
544591,20725,LUNCH BAG RED RETROSPOT,4,2011-06-15 10:12:00,1.72,15421.0,United Kingdom
544592,85099B,JUMBO BAG RED RETROSPOT,4,2011-07-10 15:22:00,1.82,15482.0,United Kingdom
544593,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-22 14:06:00,2.45,15142.0,United Kingdom
544594,20725,,10,2011-05-08 14:41:00,1.62,15706.0,United Kingdom
544595,47566,PARTY BUNTING,3,2011-11-16 16:07:00,5.03,15158.0,United Kingdom
544596,85099B,JUMBO BAG RED RETROSPOT,3,2011-11-17 12:33:00,2.09,15170.0,United Kingdom
544597,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-05-21 08:52:00,2.78,15596.0,United Kingdom
544598,47566,PARTY BUNTING,-12,2011-04-30 11:37:00,4.41,15282.0,United Kingdom
544599,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-23 11:42:00,2.54,15241.0,Germany
544600,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-25 16:27:00,13.01,15468.0,United Kingdom
544601,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-10-15 16:05:00,4.46,15022.0,United Kingdom
544602,22423,REGENCY CAKESTAND 3 TIER,24,2011-11-09 13:08:00,11.84,15680.0,United Kingdom
544603,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-07-26 13:30:00,4.13,15337.0,France
544604,84406B,CREAM CUPID HEARTS COAT HANGER,-12,2011-10-12 14:29:00,2.57,15273.0,United Kingdom
544605,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-12 09:27:00,2.58,15089.0,United Kingdom
544606,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-02-27 09:50:00,5.27,15554.0,United Kingdom
544607,POST,POSTAGE,2,2011-10-10 10:38:00,17.18,15655.0,United Kingdom
544608,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-03 12:05:00,2.02,15124.0,United Kingdom
544609,85099B,JUMBO BAG RED RETROSPOT,1,2011-06-29 12:51:00,2.03,15180.0,United Kingdom
544610,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-07-14 14:02:00,7.88,15293.0,United Kingdom
544611,21212,PACK OF 72 RETRO SPOT CAKE CASES,4,2011-10-23 09:58:00,0.54,15733.0,United Kingdom
544612,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-24 12:54:00,12.25,15149.0,United Kingdom
544613,22720,,24,2011-10-24 08:50:00,5.1,15362.0,United Kingdom
544614,21754,HOME BUILDING BLOCK WORD,1,2011-02-17 09:00:00,5.82,15084.0,Netherlands
544615,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-21 09:16:00,12.38,15569.0,Germany
544616,85099B,JUMBO BAG RED RETROSPOT,1,2011-10-27 15:50:00,2.1,,United Kingdom
544617,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-09-20 11:11:00,4.59,15758.0,United Kingdom
544618,POST,POSTAGE,1,2011-10-16 14:03:00,17.56,15656.0,United Kingdom
544619,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-10-15 10:40:00,0.54,15427.0,United Kingdom
544620,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-12 10:17:00,4.13,15014.0,United Kingdom
544621,23203,JUMBO BAG DOILY PATTERNS,1,2011-10-10 14:03:00,1.97,15387.0,United Kingdom
544622,22629,SPACEBOY LUNCH BOX,2,2010-12-29 10:16:00,1.95,15698.0,United Kingdom
544623,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-22 11:05:00,8.31,15354.0,Netherlands
544624,22423,REGENCY CAKESTAND 3 TIER,3,2011-03-04 09:51:00,13.09,15199.0,United Kingdom
544625,22629,SPACEBOY LUNCH BOX,4,2011-10-24 13:47:00,1.77,15547.0,United Kingdom
544626,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-11-19 13:14:00,5.35,15402.0,United Kingdom
544627,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-09-13 16:13:00,4.53,15138.0,United Kingdom
544628,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-05-13 17:11:00,0.57,15245.0,United Kingdom
544629,20725,LUNCH BAG RED RETROSPOT,1,2011-11-18 10:05:00,1.53,15794.0,United Kingdom
544630,20725,LUNCH BAG RED RETROSPOT,2,2011-10-17 10:32:00,1.78,15775.0,United Kingdom
544631,23203,JUMBO BAG DOILY PATTERNS,1,2011-10-17 13:15:00,2.08,15051.0,EIRE
544632,POST,POSTAGE,1,2011-02-09 08:15:00,19.58,15541.0,United Kingdom
544633,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-24 14:30:00,13.92,15271.0,United Kingdom
544634,21754,HOME BUILDING BLOCK WORD,1,2011-05-12 09:06:00,6.37,15108.0,Spain
544635,47566,PARTY BUNTING,4,2011-11-16 11:57:00,4.69,15166.0,United Kingdom
544636,POST,POSTAGE,6,2011-11-30 11:52:00,16.83,15789.0,United Kingdom
544637,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-10 08:05:00,12.98,15008.0,United Kingdom
544638,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-08-27 10:14:00,4.55,15465.0,United Kingdom
544639,85099B,JUMBO BAG RED RETROSPOT,3,2011-10-29 13:21:00,1.77,15774.0,United Kingdom
544640,22423,REGENCY CAKESTAND 3 TIER,4,2011-10-24 10:48:00,13.44,15006.0,United Kingdom
544641,23203,JUMBO BAG DOILY PATTERNS,6,2010-12-02 13:03:00,2.11,15001.0,Germany
544642,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-04-10 16:35:00,4.09,15224.0,United Kingdom
544643,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-11-16 12:23:00,2.97,15104.0,United Kingdom
544644,22629,SPACEBOY LUNCH BOX,3,2011-12-05 16:42:00,1.89,15582.0,United Kingdom
544645,POST,POSTAGE,1,2011-08-05 16:02:00,16.33,15661.0,United Kingdom
544646,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-10-18 14:43:00,4.86,15173.0,United Kingdom
544647,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-08-26 17:56:00,2.95,15408.0,United Kingdom
544648,22629,SPACEBOY LUNCH BOX,6,2011-03-31 09:17:00,2.03,15287.0,United Kingdom
544649,47566,PARTY BUNTING,1,2011-11-09 12:49:00,4.34,15284.0,United Kingdom
544650,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-01-22 15:28:00,0.57,15684.0,France
544651,22423,REGENCY CAKESTAND 3 TIER,6,2011-11-15 11:37:00,12.9,15365.0,United Kingdom
544652,71053,WHITE METAL LANTERN,1,2011-11-29 13:05:00,3.46,15657.0,United Kingdom
544653,22629,SPACEBOY LUNCH BOX,2,2011-09-23 16:46:00,1.93,,United Kingdom
544654,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-03 10:22:00,7.11,15260.0,United Kingdom
544655,22423,REGENCY CAKESTAND 3 TIER,6,2010-12-23 17:14:00,13.11,15265.0,United Kingdom
544656,22629,SPACEBOY LUNCH BOX,1,2011-01-02 15:22:00,1.9,15463.0,United Kingdom
544657,71053,WHITE METAL LANTERN,2,2011-11-17 12:06:00,3.09,15141.0,EIRE
544658,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-12-03 14:21:00,2.86,15427.0,EIRE
544659,20725,LUNCH BAG RED RETROSPOT,1,2011-10-22 10:22:00,1.5,15414.0,United Kingdom
544660,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-01-15 14:44:00,8.11,15260.0,United Kingdom
544661,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-08 16:15:00,2.77,15109.0,United Kingdom
544662,20725,LUNCH BAG RED RETROSPOT,1,2011-02-14 16:39:00,1.62,15778.0,United Kingdom
544663,21212,PACK OF 72 RETRO SPOT CAKE CASES,12,2011-08-21 17:02:00,0.55,15746.0,United Kingdom
544664,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-11-27 08:19:00,5.42,15326.0,United Kingdom
544665,85099B,JUMBO BAG RED RETROSPOT,3,2011-04-19 08:00:00,2.1,15256.0,United Kingdom
544666,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-12-01 17:39:00,2.52,15195.0,Germany
544667,85099B,JUMBO BAG RED RETROSPOT,3,2011-03-07 13:33:00,1.97,15749.0,United Kingdom
544668,47566,PARTY BUNTING,1,2011-10-26 13:33:00,4.76,15154.0,United Kingdom
